CLASS=UNKNOWN	0055656 0754615 0085828 0828628	0055656 0754615 0031957 0485846 0085828 0828628 0754212 0880931 0444946 1071079 0438139
CLASS=UNKNOWN	0055656 0754615 0085828 0828628	-
CLASS=UNKNOWN	0055656 0754615 0085828 0828628	0055656 0754615 0085828 0828628 1099246 1129496 0212657 0958285 0750813 0957763 0880931 0444946 0536012 0911248
CLASS=UNKNOWN	0921116 0754615 0918837 0654300 0507734 0076532 0080432 1012920 0061741 0517582 0891452 0003137 1077403	-
CLASS=UNKNOWN	0921116 0754615 0918837 0654300 0507734 0076532 0080432 1012920 0061741 0517582 0891452 0003137 1077403	0654300 0507734 0076532 0080432 0784491 0076532 0080432 0266806 0519755 0790345 0601749 0530731 0705117 0978834
CLASS=UNKNOWN	0173369 0100530 0918837 0325864 0649767 1001937 1078130 0266806 0519755 0530731 0705117 0517582 0891452 0003137 1077403	-
CLASS=UNKNOWN	0173369 0100530 0918837 0325864 0649767 1001937 1078130 0266806 0519755 0530731 0705117 0517582 0891452 0003137 1077403	0173369 0100530 0918837 0325864 0649767 1001937 1078130 0266806 0519755 0530731 0705117 0517582 0891452 0003137 1077403
CLASS=UNKNOWN	0002222 0649767 0938753 0921116 0754615 0918837 0381876 1101399 0085828 0761765 0718747	-
CLASS=UNKNOWN	0002222 0649767 0938753 0921116 0754615 0918837 0381876 1101399 0085828 0761765 0718747	0921116 0754615 0918837 0381876 1101399 0085828 0761765 0718747 0924627 0921116 0754615 0918837 0381876 1101399 0085828 0761765 0718747 0580929
CLASS=UNKNOWN	0055656 0754615 1001937 1078130 0266806 0519755 0517582 0891452 0884629 0082020 0003137 1077403	-
CLASS=UNKNOWN	0055656 0754615 1001937 1078130 0266806 0519755 0517582 0891452 0884629 0082020 0003137 1077403	0055656 0754615 1001937 1078130 0266806 0519755 0517582 0891452 0884629 0082020 0003137 1077403
CLASS=UNKNOWN	0055656 0754615 1001937 1078130 0266806 0519755 0517582 0891452 0884629 0082020 0003137 1077403	0055656 0754615 1001937 1078130 0266806 0519755 0517582 0891452 0884629 0082020 0003137 1077403
CLASS=UNKNOWN	0055656 0754615 1001937 1078130 0266806 0519755 0517582 0891452 0884629 0082020 0003137 1077403	0580929 0297159 0254565 0323038 0406197 1001937 1078130 0391241 0331362 0254565 0323038 0406197 1001937 1078130 0403003 0269758 0266806 0519755 0754212 0055656 0754615 1001937 1078130 0266806 0519755 0517582 0891452 0884629 0082020 0003137 1077403
CLASS=UNKNOWN	0849684 0881039	-
CLASS=UNKNOWN	0933873	-
CLASS=UNKNOWN	0933873	-
CLASS=UNKNOWN	0933873	-
CLASS=VIDEO	0933873 1116371	-
CLASS=VIDEO	0933873 1116371	0266395 0006789 0880931 0444946 0061182 0006789
CLASS=VIDEO	0933873 1116371	-
CLASS=VIDEO	0933873 1116371	-
CLASS=UNKNOWN	0933873 1116371 0664000 0694263	-
CLASS=UNKNOWN	0933873 1116371 0664000 0694263	0588959 0170218 0797997 0881057 0014076 0557035

CLASS=GAME	0727209 0792849 0162820 0042895	-
CLASS=GAME	0727209 0792849 0162820 0042895	0663880 0690587 0424184 0085828 0162820 0042895 0736121 0252531 0881057 0949453 1118447 0162820 0042895 0881057 0663880 0690587 0162820 0042895 0754212 0162820 0219750 0162607 1078130 0289379

CLASS=TEST	0729914 1046986 0371451 0663880	-
CLASS=TEST	0729914 1046986 0371451 0663880	0613003 0958285 0167298 0693923 1005212 1046986 0371451 0663880 0196280 0149117 0784491 0498098 0683557 0162820 0042895

CLASS=UNKNOWN	0140573 0934701 0429863 0659598 0501843 0696505 0114723 0672126	-
CLASS=UNKNOWN	0140573 0934701 0429863 0659598 0501843 0696505 0114723 0672126	0140573 0934701 1081042 0995962 0501843 0696505 0114723 0672126 0272488 0503562 0653356 0522792 0514247 0272488 0503562 0653356 0694263
CLASS=UNKNOWN	0140573 0934701 0429863 0659598 0501843 0696505 0114723 0672126	0140573 0934701 0976685 0776121 0995962 0501843 0696505 0114723 0672126 0406197 1129496 0212657 0926863 0329488 0957763 0546194 0581561 0522792 0078021 0836327 0754212 0898231 1125012 0793801 0376950 0790345 0878719 0514247 1074353 0754212 0517582 0522792 0580929
CLASS=UNKNOWN	0140573 0934701 0429863 0659598 0501843 0696505 0114723 0672126	0654300 0654300 0247630 0963553 0501843 0429863 0995962 0501843 0696505 0114723 0672126 0754212 0623444 1108513 0522792 0514247 0754212 0654300 0654300 0762966
CLASS=UNKNOWN	0140573 0934701 0429863 0659598 0501843 0696505 0114723 0672126	0639760 0633719 1108513 0851713 0976685 0776121 0995962 0501843 0696505 0114723 0923585 0706287 0335034 0212657 1110131 0870273 0754212 0517582 0522792 0917100 0514247 0754212 0969495 0078021 0522792 0960555 0022425 1078554 0754212 1061372 0653356 0694263 0580929
CLASS=UNKNOWN	0140573 0934701 0429863 0659598 0501843 0696505 0114723 0672126	0140573 0934701 1081042 0995962 0501843 0696505 0114723 0999132 0719670 0999132 0719670 0291357 0672126 0754212 0977270 0855657 0410579 0888307 1055086
CLASS=UNKNOWN	0140573 0934701 0429863 0659598 0501843 0696505 0114723 0672126	0639760 0633719 1108513 0851713 0976685 0776121 0995962 0501843 0696505 0114723 0923585 0706287 0335034 0212657 1110131 0870273 0754212 0517582 0522792 0917100 0514247 0754212 0969495 0078021 0522792 0960555 0022425 1078554 0754212 1061372 0653356 0694263 0580929
CLASS=UNKNOWN	0140573 0934701 0429863 0659598 0501843 0696505 0114723 0672126	0557667 0610683 0833383 0490159 0654300 0654300 0659598 0501843 0696505 0672126 0754212 0654300 0974387 0651381 0754212 0631277 0934701 0754212 0491936 0614726 0375517 0431804
CLASS=UNKNOWN	0140573 0934701 0429863 0659598 0501843 0696505 0114723 0672126	0501843 0696505 0114723 0672126 0754212 0501843 0696505 0114723 0672126 0291357 0863141 0329488 0406197 0204533 0641804 0406197 0422770 0553058 0406197 0148184 1057399 0406197 0991442 1071435 0754212 0979049 0967202 0392810 0760979 0553058 0387202 0940084
CLASS=UNKNOWN	0140573 0934701 0429863 0659598 0501843 0696505 0114723 0672126	-
CLASS=TEST	0501843 0696505 0114723 0672126	-
CLASS=TEST	0501843 0696505 0114723 0672126	0501843 0696505 0114723 0672126 0706287 0335034 0212657 1110131 0870273 0754212 0880931 0444946 0536012 0911248
CLASS=UNKNOWN	0501843 0696505 0114723 0672126 0706287 1129496 0212657 0967202	-
CLASS=UNKNOWN	0501843 0696505 0114723 0672126 0706287 1129496 0212657 0967202	0369539 0331671 0501843 0696505 0114723 0672126 0923585 0706287 1129496 0212657 0926863 0329488 0754212 0866617 0234012 0967202 0754212 0977270 0855657 0410579 0888307 1055086
CLASS=UNKNOWN	0501843 0696505 0114723 0672126 0706287 1129496 0212657 0967202	0501843 0696505 0114723 0923585 0754212 0880931 0444946 0880931 1012920
CLASS=UNKNOWN	0140573 0934701 0501843 0696505 0114723 0672126 0706287 1129496 0212657 0967202	-
CLASS=UNKNOWN	0140573 0934701 0501843 0696505 0114723 0672126 0706287 1129496 0212657 0967202	0727209 0140573 0501843 0696505 0114723 0429863 0672126 0706287 0335034 0212657 1110131 0870273 0637541 0503562 0653356 0522792 0514247 0272488 0503562 0653356 0694263
CLASS=UNKNOWN	0140573 0934701 0501843 0696505 0114723 0672126 0706287 1129496 0212657 0967202	0727209 0140573 0934701 0501843 0696505 0114723 0672126 0706287 1129496 0212657 0926863 0329488 0754212 0623444 1108513 0522792 0514247 0754212 0654300 0654300 0762966
CLASS=UNKNOWN	0140573 0934701 0501843 0696505 0114723 0672126 0706287 1129496 0212657 0967202	0295063 0291357 0140573 0934701 0976685 0776121 0501843 0696505 0114723 0672126 0923585 0706287 1129496 0212657 0926863 0329488 0754212 0517582 0522792 0917100 0514247 0754212 0969495 0078021 0522792 0960555 0022425 1078554 0754212 1061372 0653356 0694263 0580929
CLASS=UNKNOWN	0140573 0934701 0501843 0696505 0114723 0672126 0706287 1129496 0212657 0967202	0140573 0934701 0976685 0776121 0995962 0501843 0696505 0114723 0672126 0406197 1129496 0212657 0926863 0329488 0957763 0546194 0581561 0522792 0078021 0836327 0754212 0898231 1125012 0793801 0376950 0790345 0878719 0514247 1074353 0754212 0517582 0522792 0580929
CLASS=UNKNOWN	0140573 0934701 0501843 0696505 0114723 0672126 0706287 1129496 0212657 0967202	0231073 0633719 0140573 0934701 0501843 0696505 0114723 0672126 0391364 0215567 1064033 0963553 0291357 0967202 0706287 1129496 0212657 0967202 0754212 0880931 0444946 0536012 0911248
CLASS=UNKNOWN	0140573 0934701 0501843 0696505 0114723 0672126 0706287 1129496 0212657 0967202	0140573 0934701 0501843 0696505 0114723 0934701 0672126 0706287 1129496 0212657 0967202

CLASS=UNKNOWN	0629247 0960555 0847385 0291357 0008174 1040693 0110367 0809167	-
CLASS=UNKNOWN	0629247 0960555 0847385 0291357 0008174 1040693 0110367 0809167	0649767 0439933 0629247 0960555 0847385 0291357 0008174 1040693 0110367 0809167 0706287 0558972 0957763 0880931 0444946 0536012 0911248
CLASS=UNKNOWN	0629247 0960555 0847385 0291357 1013621 0641804 0668258 0291357 0110367 0809167	-
CLASS=UNKNOWN	0629247 0960555 0847385 0291357 1013621 0641804 0668258 0291357 0110367 0809167	1018962 1129496 0212657 0982816 0018546 0816894 0905407 1009852 0339875 0335623 0427568 0291357 0629247 0960555 0847385 0319270 0110367 0809167 1096857 0291357 0668258 1013621 0815830 0880931 0444946 0536012 0911248
CLASS=NOVEL	0629247 0960555 0847385	-
CLASS=NOVEL	0629247 0960555 0847385	0629247 0960555 0847385 0754212 0880931 0444946 0880931 1012920

CLASS=UNKNOWN	0855657 0124393	-
CLASS=UNKNOWN	0855657 0124393	0331796 0733318 0381742 0576480 0152062
CLASS=TEST	0237157 0871927	-
CLASS=TEST	0237157 0871927	0382770 0006789 0880931 0444946 0061182 0006789
CLASS=TEST	0237157 0871927	0628426 0673018 1033400
CLASS=TEST	0237157 0871927	0844741 1106700 0880931 0444946 0880931 1012920
CLASS=TEST	0237157 0871927	0382770 0006789 0880931 0444946 0061182 0006789
CLASS=TEST	0237157 0871927	0844741 1106700 0880931 0444946 0880931 1012920
CLASS=TEST	0237157 0871927	-
CLASS=TEST	0237157 0871927	0382770 0006789 0880931 0444946 0061182 0006789
CLASS=UNKNOWN	1041512 0955367 0781505 1067834	-
CLASS=UNKNOWN	1041512 0955367 0781505 1067834	1041512 0955367 0781505 1067834 0754212 0880931 0444946 0880931 1012920
CLASS=TEST	0237157 0871927	-
CLASS=TEST	0237157 0871927	0379486 0246396

CLASS=NOVEL | CLASS=VIDEO	0949453 0188342 0228001 0264747	-
CLASS=NOVEL | CLASS=VIDEO	0949453 0188342 0228001 0264747	0949453 0188342 0228001 0264747 0754212 0880931 0444946 0880931 1012920

CLASS=TEST	0590916 0718962 0861055 0931307	-
CLASS=VIDEO	0590916 0718962 0861055 0931307 0772486 1055304 0748782 0246396	-
CLASS=VIDEO	0590916 0718962 0861055 0931307 0772486 1055304 0748782 0246396	0875138 0246396
CLASS=VIDEO	0590916 0718962 0861055 0931307 0772486 1055304 0748782 0246396	0836656 0603426 0694263
CLASS=VIDEO	0590916 0718962 0861055 0931307 0772486 1055304 0748782 0246396	0875138 0246396
CLASS=VIDEO	0590916 0718962 0861055 0931307 0772486 1055304 0748782 0246396	0590916 0718962 0784491 0590916 0718962 0748782 0246396 0784491 0590916 0718962 0888307 1055086 0142544 0546302 0521122 0748782 0876101 0898231 1123535 0673355 1112955 0784491 0898231 1123535 0673355 1112955
CLASS=VIDEO	0590916 0718962 0861055 0931307 0772486 1055304 0748782 0246396	0590916 0718962 0861055 0931307 0446458 0748782 0246396 0784491 0642444 0673355 0193543 0784491 0706184 1111901 0655567 1055304 0888307 1055086 0142544 0546302 0784491 0733318 0381742 0576480

CLASS=GAME	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0274629 0824946	-
CLASS=GAME	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0274629 0824946	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0031957 0158475 1055304 0462400 0638284 0891452 0009665 0038174 0274629 0824946 0736121 0252531 0754212 0128133 1038198 0855657 0678562 0755324 0444248 1046420 0162820 0042895 1054331 0223805 0580929
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0274629 0824946 0870501	-
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0274629 0824946 0870501	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0706184 1111901 1055304 0870501 1064033 0436433 0865344 0410579 0610559 0138873 0501843 1055087 0753230 0685032 0825705 0441850 0881057 0080861 0977270 0260530
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0274629 0824946 0870501	0557667 0517582 0445272 0100530 0300930 0312543 0701814 0490159 0128133 1038198 0855657 0678562 0755324 0444248 1046420 0706184 1111901 1055304 0059339 0293898 1055304 0931641 0748782 0772486 0128133 1038198 0973839 1000857 0580929
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0274629 0824946 0870501	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0031957 0158475 0706184 1111901 1055304 0931641 1059187 0877481 0059339 0293898 0131277 0973839 1055304 0679752 0908109 0043020 0540595 0701814 0580929
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 0598033 0274629 0824946	-
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0274629 0824946 0870501	-
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0870501 0059339 0293898	-
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0870501 0059339 0293898	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0706184 1111901 1055304 0201528 1059187 0877481 0059339 0293898 0123481 0772486 1004338 0823321 1055304 0784491 0211097
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0870501 0059339 0293898	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0923912 0632476 0059339 0293898 1055304 0736121 0252531 0881057 0128133 1038198 0855657 0678562 0755324 0444248 1046420 1059187 0877481 0059339 0293898 1055304 0923912 0632476 1055304 0667101
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0870501 0059339 0293898	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0923912 0632476 0059339 0293898 1055304 0736121 0252531 0881057 0128133 1038198 0855657 0678562 0755324 0444248 1046420 1059187 0877481 0059339 0293898 1055304 0923912 0632476 1055304 0667101
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 0226074 0274629 0824946	-
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 0226074 0274629 0824946	0128133 1038198 0855657 0678562 0755324 0444248 0363467 0128133 1038198 0855657 0678562 0755324 0444248 0864794 1085353 0284067 0069515 0222565
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 0226074 0274629 0824946	-
CLASS=UNKNOWN	0128133 1038198 0855657 0678562 0755324 0444248 1046420 0870501 0274629 0824946	-
CLASS=UNKNOWN	0312458 0150623 0482835 1014832 0930838 0363217 0397556 0769716 0150623	-
CLASS=UNKNOWN	0150623 0482835 1014832 0930838 0363217 0397556 0769716 0150623	-

CLASS=VIDEO	0727209 0229436 0934701 0322578 0322578	-
CLASS=VIDEO	0727209 0229436 0934701 0322578 0322578	-
CLASS=VIDEO	0727209 0229436 0934701 0322578 0322578	-

CLASS=UNKNOWN	0098486 1080915 0694263 0588522 1006747 0601749 1123987	-
CLASS=UNKNOWN	0098486 1080915 0694263 0588522 1006747 0601749 1123987	0031957 0718962 0098486 1080915 1129727 0814520
CLASS=UNKNOWN	0098486 1080915 0694263 0588522 1006747 0601749 1123987	0031957 0718962 0098486 1080915 1129727 0814520
CLASS=UNKNOWN	0642444 0814520 0694263 0588522 1006747 0601749 1123987	-
CLASS=UNKNOWN	0642444 0814520 0694263 0588522 1006747 0601749 1123987	0031957 0718962 0642444 0814520 0694263 0588522 1006747 0601749 1123987
CLASS=UNKNOWN	0642444 0814520 0694263 0588522 1006747 0601749 1123987	0031957 0718962 0642444 0814520 0694263 0588522 1006747 0601749 1123987
CLASS=UNKNOWN	0642444 0814520 0748782 0056352 1129727 0911816 0999592 0879828 0708416	-
CLASS=UNKNOWN	0642444 0814520 0748782 0056352 1129727 0911816 0999592 0879828 0708416	0642444 0814520 0911816 0999592 0879828 0708416 0503562 0653356 0374600 0377791 0374600 0877481 0085828 0242042 1085353 0187082 0327907 1106567
CLASS=UNKNOWN	0098486 1080915 0748782 0056352 1129727 0911816 0999592 0879828 0708416	-
CLASS=UNKNOWN	0098486 1080915 0748782 0056352 1129727 0911816 0999592 0879828 0708416	0858854 0198188 0098486 1080915 0911816 0999592 0784491 0041763 1129727 0694263 1123987 0406197 0706184 0104962 0803854 1081041 0300930 0509848 0912860 0911816 0999592 0429281 1111342 0031957 0348043
CLASS=UNKNOWN	0098486 1080915 0748782 0056352 1129727 0911816 0999592 0879828 0708416 0708439	-
CLASS=UNKNOWN	0098486 1080915 0748782 0056352 1129727 0911816 0999592 0879828 0708416 0708439	0098486 1080915 0748782 0056352 1129727 0911816 0999592 0879828 0708416 0754212 0880931 0444946 0536012 0911248
CLASS=UNKNOWN	0098486 1080915 0793071 0642444 0814520 0374599 1040693 0814520 0344093 0977270	-
CLASS=UNKNOWN	0098486 1080915 0793071 0642444 0814520 0374599 1040693 0814520 0344093 0977270	0031957 0718962 0098486 1080915 1005212 0031957 0718962 0642444 0814520 0374599 1040693 0814520 0344093 0977270 0608067 0957763 0283234 0085828 0006789 0754212 0880931 0444946 0061182 0006789
CLASS=OTHER	0098486 1080915 0028821 0911816 0999592	-
CLASS=OTHER	0098486 1080915 0028821 0911816 0999592	0554506 0642444 0872185 1035461 0397556 0858854 0198188 0123481 1081041 0130933 0406197 0858854 0198188 0825705 0344093 0452835 0509848 0242042 0554506 0677527 1042506 0865344 1039031
CLASS=UNKNOWN	0031957 0718962 0098486 1080915 0028821 0911816 0999592 0300930 0509848	-
CLASS=UNKNOWN	0031957 0718962 0098486 1080915 0028821 0911816 0999592 0300930 0509848	0028821 0300930 0509848 0911816 0999592 0784491 0041763 1129727 0694263 0588522 1006747 0601749 1123987 0422545 0911816 0999592 0274629 0616203 0278966 0386891 0872185 0509848 0348043

CLASS=VIDEO	0444371 0052080	-
CLASS=UNKNOWN	0444371 0052080 0714683 0003252	-

CLASS=TEST	0042895 0910802	-
CLASS=TEST	0042895 0910802	0042895 0910802 0754212 0880931 0444946 0880931 1012920

CLASS=TEST	0913398 0765595 0765595	-

CLASS=TEST	0857574 0923912 1010138	-
CLASS=TEST	0857574 0923912 1010138	0557667 0438139 0490159 0857574 0923912 0543351 0123481 0772486 0873441 0130933 0754212 0857574 0923912 0543351 0987254 0118426 0117972 0227211 0048580 0784491 0726054 0509847 0077243 0867811
CLASS=UNKNOWN	0857574 0923912 0969044 1080915	-
CLASS=UNKNOWN	0857574 0923912 0969044 1080915 0335034 0212657 0698342	-

CLASS=GAME | CLASS=VIDEO	0584192 0287572 0926863 0242155 0329263	-
CLASS=GAME | CLASS=VIDEO	0584192 0287572 0926863 0242155 0329263	-
CLASS=UNKNOWN	0584192 0287572 0926863 0242155 0329263 0491827 1001937	-
CLASS=UNKNOWN	0584192 0287572 0926863 0242155 0329263 0491827 1001937	0982816 0584192 0287572 0926863 0242155 0329263 0335623 0192101 0251200 0491827 1001937 0406197 0694599 1108513 0057045 0638166 0754212 0078021 0911248 0664000 0005685 0006789 0754212 0880931 0444946 0061182 0006789

CLASS=UNKNOWN	0109336 0940458	-
CLASS=UNKNOWN	0109336 0940458	0729005 0109336 0940458 0754212 0880931 0444946 0880931 1012920
CLASS=UNKNOWN	0109336 0940458	-
CLASS=VIDEO	0729005 0109336 0940458	-

CLASS=OTHER	0605880 0718177 0727209 0654300 0974387	-
CLASS=OTHER	0605880 0718177 0727209 0654300 0974387	0360297 0329033 0727209 0654300 0974387 0754212 0880931 0444946 0880931 1012920
CLASS=OTHER	0605880 0718177 0727209 0654300 0974387	0360297 0329033 0727209 0654300 0974387 0006789 0880931 0444946 0061182 0006789
CLASS=OTHER	0360297 0329033 0727209 0654300 0974387	-
CLASS=OTHER	0360297 0329033 0727209 0654300 0974387	0360297 0329033 0727209 0654300 0974387 0754212 0880931 0444946 0880931 1012920

CLASS=VIDEO	0594154 0904305	-
CLASS=VIDEO	0594154 0904305	0594154 0904305 0754212 0880931 0444946 0880931 1012920
CLASS=VIDEO	0594154 0904305	0594154 0904305 0754212 0880931 0444946 0880931 1012920

CLASS=UNKNOWN	0788433 0765595 0033015 0608512 0706287 0906251 0392810	-
CLASS=UNKNOWN	0788433 0765595 0033015 0608512 0706287 0906251 0392810	0788433 0765595 0033015 0608512 0259826 0355664 0906251 0392810 0657006 0637541 0503562 0653356 0522792 0514247 0272488 0503562 0653356 0694263
CLASS=UNKNOWN	0788433 0765595 0033015 0608512 0706287 0906251 0392810	1081041 0444946 0084330 0356637 0321108 0952202 0788433 0765595 0033015 0608512 0259826 0355664 0906251 0392810 0657006 0957763 0546194 0581561 0522792 0078021 0836327 0754212 0898231 1125012 0793801 0376950 0790345 0878719 0514247 1074353 0190918
CLASS=UNKNOWN	0788433 0765595 0033015 0608512 0706287 0906251 0392810	0788433 0765595 0033015 0608512 0754212 0880931 0444946 0880931 1012920
CLASS=UNKNOWN	0788433 0765595 0033015 0608512 0706287 0906251 0392810	1081041 0444946 0084330 0356637 0321108 0952202 0788433 0765595 0033015 0608512 0259826 0355664 0906251 0392810 0657006 0957763 0546194 0581561 0522792 0078021 0836327 0754212 0898231 1125012 0793801 0376950 0790345 0878719 0514247 1074353 0190918
CLASS=UNKNOWN	0788433 0765595 0033015 0608512 0706287 0906251 0392810	0788433 0765595 0033015 0608512 0259826 0355664 0906251 0392810 0657006 0637541 0503562 0653356 0522792 0514247 0272488 0503562 0653356 0694263
CLASS=TEST	0788433 0765595 0033015 0608512	-
CLASS=TEST	0788433 0765595 0033015 0608512	0788433 0765595 0033015 0608512 0605542 0401401 0793801 0977270 0064558 0546302 0967202 0501843 0433641 0509848

CLASS=TEST	0381742 0479741	-

CLASS=TEST	0256385 0685033 0855657 0040854	-
CLASS=UNKNOWN	0256385 0685033 0855657 0040854 1034530 0910323	-
CLASS=UNKNOWN	0256385 0685033 0855657 0040854 1034530 0910323	0888307 1055086 1034530 0910323 0694263 0784491 0256385 0685033 0855657 0040854 1034530 0910323 0888307 1055086 0546302

CLASS=TEST	0767086 0009291 0715282 0022425	-
CLASS=UNKNOWN	0767086 0009291 0339875 0995962	-
CLASS=UNKNOWN	0767086 0009291 0339875 0995962	-
CLASS=UNKNOWN	0767086 0009291 0339875 0995962	0767086 0009291 0339875 0995962 0123481 0772486 0664000 0267839 1055304 0546194 0581561 0736121 0252531 0754212 0793801 0376950 0429281 0361819 0694263 0162820 0754212 0615063 0888307 0880931 0444946 0733318 0260530
CLASS=UNKNOWN	0767086 0009291 0339875 0995962	-
CLASS=UNKNOWN	0767086 0009291 0339875 0995962	-
CLASS=UNKNOWN	0767086 0009291 0339875 0995962	0767086 0009291 0339875 0995962 0123481 0772486 0664000 0267839 1055304 0546194 0581561 0736121 0252531 0754212 0793801 0376950 0429281 0361819 0694263 0162820 0754212 0615063 0888307 0880931 0444946 0733318 0260530
CLASS=UNKNOWN	0767086 0009291 0339875 0995962	-

CLASS=UNKNOWN	0591028 1020765	-
CLASS=UNKNOWN	0591028 1020765	0591028 1020765 0291357 0123481 0772486 0721854 0753230 0814520 0656218
CLASS=UNKNOWN	0591028 1020765	0591028 1020765 0594154 0904305 0530046 0479956 0078253 0283234 0184575 1059187 0329263 0512458 0686684 0267839 1090705 0359310 0696505 0931192 0040629 0580929
CLASS=UNKNOWN	0591028 1020765	0715635 0838222 0578321 0492629 0309373 0566298 0557338 0591028 1020765 0743119 0399721 0632369 0400070 0479956 1015037 0259503 0701814 0438139 0300345
CLASS=UNKNOWN	0591028 1020765	0591028 1020765 0006789 0754212 0880931 0444946 0061182 0006789
CLASS=UNKNOWN	0591028 1020765	-
CLASS=VIDEO	0594154 0904305	-
CLASS=VIDEO	0594154 0904305	0594154 0904305 0082020 0715635 0790904 1027000 0327907 1030334 1092614 0975172 0097217 1027000 0979162 0148991 0214083 1045402 0948266 0398197 0010323
CLASS=VIDEO	0594154 0904305	0594154 0904305 0006789 0754212 0880931 0444946 0061182 0006789
CLASS=TEST	0594154 0904305 0591028 1020765	-
